,business_id,prob,score,bin,feature_importance
47,f7efdf2f-b595-4727-b8c8-04a0ac53805a,0.89,110,5,"{'credit_utilisation_6m': 1.069, 'od_count_6m': 0.63, 'ratio_mrdc_freq_90_180': 0.477, 'ratio_card_amt_total_debit_3m': 0.208}"
48,78541f57-114c-4f1e-85a9-e79b791642d3,0.491,509,4,"{'distinct_mrdc_txns_100_3m': 0.653, 'ratio_mrdc_freq_90_180': 0.638, 'credit_utilisation_6m': 0.207, 'od_count_6m': 0.156}"
49,aaca717a-bb9d-4525-b5b5-dde64d021e91,0.341,659,2,"{'distinct_mrdc_txns_100_3m': 0.653, 'median_running_balance_6m': 0.117, 'ratio_card_amt_total_debit_3m': 0.104, 'credit_utilisation_6m': 0.09}"
50,eade9498-ec99-46e1-b5c7-3829f5030ac2,0.509,491,4,"{'ratio_card_amt_total_debit_3m': 0.173, 'od_count_6m': 0.156, 'median_running_balance_6m': 0.125, 'median_amount_credited_6m': 0.075}"
51,201e1496-9675-41f6-9200-233d3e4cb7d8,0.406,594,3,"{'ratio_card_amt_total_debit_3m': 0.332, 'od_count_6m': 0.156, 'credit_utilisation_6m': 0.147, 'stddev_amount_ach_c_1m': 0.126}"
52,6fb7feaf-c792-4e22-b3c7-6a41e3f39bb4,0.531,469,4,"{'credit_utilisation_6m': 1.106, 'ratio_mrdc_freq_90_180': 0.649, 'ratio_card_amt_total_debit_3m': 0.315, 'median_running_balance_6m': 0.257}"
53,cf1ab627-a162-455c-aaab-444ed62adcd8,0.283,717,2,"{'ratio_card_amt_total_debit_3m': 0.43, 'ratio_card_withdrawal_amt_90_180': 0.242, 'ach_d_size_6m': 0.17, 'median_amount_credited_6m': 0.161}"
54,5d6d854c-26bc-4056-803e-9e2ef4de33ef,0.201,799,1,"{'ratio_card_amt_total_debit_3m': 0.319, 'credit_utilisation_6m': 0.306, 'median_running_balance_6m': 0.26, 'od_count_6m': 0.156}"
55,4d4c2d3f-780d-4c75-a69e-b44a19feeefb,0.191,809,1,"{'distinct_pd_txns_1000_1m': 0.343, 'stddev_amount_ach_c_1m': 0.2, 'ratio_card_withdrawal_amt_90_180': 0.162, 'od_count_6m': 0.156}"
56,143f652f-c701-403d-a557-e70c5211c780,0.121,879,1,"{'distinct_pd_txns_1000_1m': 0.617, 'stddev_amount_ach_c_1m': 0.379, 'ratio_mrdc_freq_90_180': 0.374, 'median_amount_credited_6m': 0.338}"
57,bcc783a4-1a0c-4721-a442-e5178793ff1d,0.153,847,1,"{'median_amount_credited_6m': 0.737, 'ratio_card_amt_total_debit_3m': 0.354, 'median_running_balance_6m': 0.172, 'od_count_6m': 0.156}"
58,9c3183dc-2264-46c7-a393-5990bffebe92,0.135,865,1,"{'distinct_mrdc_txns_100_3m': 0.653, 'ratio_card_amt_total_debit_3m': 0.43, 'ratio_card_withdrawal_amt_90_180': 0.242, 'median_running_balance_6m': 0.239}"
59,240d1f6e-298b-4d03-869f-436d41b92143,0.187,813,1,"{'median_running_balance_6m': 1.31, 'credit_utilisation_6m': 0.23, 'ratio_card_amt_total_debit_3m': 0.2, 'od_count_6m': 0.156}"
60,b00aafe1-7a43-42e5-a7ef-6f4c90ef926e,0.484,516,3,"{'ratio_mrdc_freq_90_180': 0.274, 'median_running_balance_6m': 0.218, 'ratio_card_withdrawal_amt_90_180': 0.197, 'ratio_card_amt_total_debit_3m': 0.19}"
61,1872a8e8-ed78-4387-8d9a-99bc0e848790,0.101,899,1,"{'distinct_pd_txns_1000_1m': 0.617, 'median_running_balance_6m': 0.564, 'median_amount_credited_6m': 0.333, 'ratio_card_amt_total_debit_3m': 0.251}"
62,808b59eb-089c-433f-a6be-53d4ee7533fd,0.04,960,1,"{'median_running_balance_6m': 0.971, 'distinct_pd_txns_1000_1m': 0.617, 'ratio_card_amt_total_debit_3m': 0.43, 'ratio_card_withdrawal_amt_90_180': 0.242}"
63,3d4b951b-84f7-4a04-9614-53b6b1d4a4e5,0.458,542,3,"{'ratio_mrdc_freq_90_180': 0.27, 'od_count_6m': 0.156, 'ratio_card_withdrawal_amt_90_180': 0.14, 'card_size_1m': 0.139}"
64,3ec2067c-2f8c-4aea-9490-79261193a384,0.623,377,5,"{'credit_utilisation_6m': 0.39, 'ach_d_size_6m': 0.219, 'ratio_card_withdrawal_amt_90_180': 0.182, 'od_count_6m': 0.156}"
65,42d1f190-d1d0-4f5d-9ed1-77ceebb9e6dc,0.187,813,1,"{'ratio_card_amt_total_debit_3m': 0.43, 'ratio_card_withdrawal_amt_90_180': 0.242, 'stddev_amount_ach_c_1m': 0.198, 'od_count_6m': 0.156}"
66,f112c9f2-9d15-4559-a17c-0ec601231039,0.115,885,1,"{'credit_utilisation_6m': 1.136, 'ratio_card_amt_total_debit_3m': 0.43, 'ratio_card_withdrawal_amt_90_180': 0.242, 'od_count_6m': 0.156}"
67,a859e36b-2352-46f3-b7d3-ccb3bcfba2e1,0.497,503,4,"{'median_running_balance_6m': 0.187, 'ratio_mrdc_freq_90_180': 0.164, 'credit_utilisation_6m': 0.162, 'od_count_6m': 0.156}"
68,ad1d3abf-ecbf-45d7-a3ec-068dc2ba6cb2,0.013,987,1,"{'stddev_amount_ach_c_1m': 1.761, 'median_running_balance_6m': 1.356, 'distinct_pd_txns_1000_1m': 0.617, 'ratio_card_amt_total_debit_3m': 0.43}"
69,a654c0ec-8c0b-4982-b4cc-d831cd77445f,0.636,364,5,"{'credit_utilisation_6m': 1.106, 'ratio_card_amt_total_debit_3m': 0.43, 'median_running_balance_6m': 0.158, 'od_count_6m': 0.156}"
70,867f4b74-1783-4b2b-ba75-7197e3089ad9,0.212,788,1,"{'median_running_balance_6m': 1.064, 'ratio_card_amt_total_debit_3m': 0.369, 'ratio_card_withdrawal_amt_90_180': 0.245, 'credit_utilisation_6m': 0.181}"
71,4800ff5a-73eb-44cd-a23a-cc12a755fcff,0.365,635,2,"{'od_count_6m': 2.023, 'stddev_amount_ach_c_1m': 1.761, 'median_amount_credited_6m': 0.737, 'median_running_balance_6m': 0.258}"
72,7d85aa8e-c976-45e1-996b-f83e516deb44,0.504,496,4,"{'median_running_balance_6m': 0.232, 'ratio_mrdc_freq_90_180': 0.195, 'od_count_6m': 0.085, 'ach_d_size_6m': 0.082}"
73,671d41d2-0d49-45df-99ff-3da6abe40344,0.59,410,4,"{'ratio_card_amt_total_debit_3m': 0.457, 'median_running_balance_6m': 0.212, 'stddev_amount_ach_c_1m': 0.118, 'ratio_ach_debit_amt_90_180': 0.101}"
74,3d7fc4e9-9f2c-44d4-8bf0-affc9d8149b4,0.187,813,1,"{'ratio_card_amt_total_debit_3m': 0.43, 'stddev_amount_ach_c_1m': 0.354, 'ratio_mrdc_freq_90_180': 0.277, 'ratio_card_withdrawal_amt_90_180': 0.242}"
75,df7d7717-d9ed-4767-9187-9654e0f87639,0.349,651,2,"{'ratio_mrdc_freq_90_180': 0.282, 'median_running_balance_6m': 0.246, 'credit_utilisation_6m': 0.224, 'ratio_card_withdrawal_amt_90_180': 0.221}"
76,f9434c14-09fa-4f02-8e8a-1131e268a769,0.528,472,4,"{'ratio_mrdc_freq_90_180': 0.638, 'distinct_mrdc_txns_100_3m': 0.28, 'median_running_balance_6m': 0.176, 'od_count_6m': 0.156}"
77,f2120091-a94e-40fb-b2b4-78bfe72b8cac,0.089,911,1,"{'median_running_balance_6m': 1.367, 'credit_utilisation_6m': 0.606, 'od_count_6m': 0.156, 'stddev_amount_ach_c_1m': 0.12}"
78,3ff1f40e-4a39-4c6b-8166-bbb0bc98d823,0.313,687,2,"{'ratio_card_amt_total_debit_3m': 0.29, 'credit_utilisation_6m': 0.206, 'ratio_mrdc_freq_90_180': 0.19, 'od_count_6m': 0.156}"
79,f4197790-790e-4bcb-a28b-7044c890218b,0.291,709,2,"{'distinct_mrdc_txns_100_3m': 0.327, 'median_running_balance_6m': 0.291, 'od_count_6m': 0.156, 'ach_d_size_6m': 0.146}"
80,6ea52e10-c554-4c70-bbf2-ddb95b9ea396,0.432,568,3,"{'credit_utilisation_6m': 0.263, 'median_running_balance_6m': 0.246, 'ratio_card_amt_total_debit_3m': 0.222, 'od_count_6m': 0.156}"
81,b8831481-c23c-4c0d-844d-5e3c35adabac,0.678,322,5,"{'ratio_card_amt_total_debit_3m': 0.359, 'credit_utilisation_6m': 0.314, 'median_running_balance_6m': 0.232, 'od_count_6m': 0.156}"
82,ecd1232c-c40d-49a5-b7c1-3d6bb70c8de8,0.543,457,4,"{'median_running_balance_6m': 0.256, 'ratio_card_amt_total_debit_3m': 0.179, 'ratio_card_withdrawal_amt_90_180': 0.133, 'od_count_6m': 0.13}"
83,d4f9c3ce-6bfe-4c0e-a6e8-dea8e5f77753,0.522,478,4,"{'ratio_card_amt_total_debit_3m': 0.393, 'ratio_card_withdrawal_amt_90_180': 0.245, 'median_running_balance_6m': 0.219, 'ratio_mrdc_freq_90_180': 0.17}"
84,14629f82-9afc-4255-bd04-773c9551515c,0.384,616,3,"{'credit_utilisation_6m': 0.887, 'ratio_card_amt_total_debit_3m': 0.41, 'ratio_mrdc_freq_90_180': 0.304, 'od_count_6m': 0.156}"
85,c16b986c-0f52-4454-a094-8c56077ad025,0.335,665,2,"{'ratio_mrdc_freq_90_180': 0.638, 'credit_utilisation_6m': 0.433, 'ratio_card_amt_total_debit_3m': 0.43, 'median_running_balance_6m': 0.242}"
86,df4e9f92-831b-4590-bea4-960b79197c5f,0.641,359,5,"{'median_running_balance_6m': 0.234, 'ratio_card_amt_total_debit_3m': 0.204, 'od_count_6m': 0.13, 'stddev_amount_ach_c_1m': 0.126}"
87,3851636d-a3b2-4473-8200-7c49fe91b5d9,0.66,340,5,"{'ratio_mrdc_freq_90_180': 0.352, 'ratio_card_amt_total_debit_3m': 0.265, 'median_running_balance_6m': 0.254, 'stddev_amount_ach_c_1m': 0.126}"
88,bccfa5c0-6c15-498d-94ab-f516d43c90bc,0.265,735,2,"{'distinct_mrdc_txns_100_3m': 0.653, 'ratio_mrdc_freq_90_180': 0.649, 'ratio_card_amt_total_debit_3m': 0.432, 'credit_utilisation_6m': 0.386}"
89,b713a102-c4a0-4930-aa0a-f438d12d3d3c,0.39,610,3,"{'stddev_amount_ach_c_1m': 0.281, 'od_count_6m': 0.156, 'ratio_card_withdrawal_amt_90_180': 0.136, 'ratio_card_amt_total_debit_3m': 0.124}"
90,ae8de046-da16-4e35-a24e-a0ac3c38e8b1,0.444,556,3,"{'card_size_1m': 0.157, 'od_count_6m': 0.156, 'median_running_balance_6m': 0.131, 'ratio_card_withdrawal_amt_90_180': 0.12}"
91,d948b75d-7d6d-49ed-9bcf-7b4c9e909e61,0.211,789,1,"{'ratio_card_amt_total_debit_3m': 0.424, 'distinct_mrdc_txns_100_3m': 0.28, 'median_running_balance_6m': 0.231, 'ratio_card_withdrawal_amt_90_180': 0.198}"
92,a79cb146-3271-468a-87d2-63273c2b5607,0.05,950,1,"{'median_running_balance_6m': 2.475, 'ratio_card_amt_total_debit_3m': 0.219, 'credit_utilisation_6m': 0.191, 'od_count_6m': 0.156}"
93,3e2d4987-7c57-46d8-aced-ef32b838b5c9,0.632,368,5,"{'od_count_6m': 1.595, 'stddev_amount_ach_c_1m': 0.508, 'ratio_mrdc_freq_90_180': 0.501, 'median_running_balance_6m': 0.189}"
94,9f666906-6ce5-4f2e-8b8d-efe6d1a2d601,0.381,619,3,"{'ratio_mrdc_freq_90_180': 0.638, 'ratio_card_amt_total_debit_3m': 0.43, 'credit_utilisation_6m': 0.274, 'ratio_card_withdrawal_amt_90_180': 0.242}"
95,cf498729-b92a-49e1-8aba-7089d9ec78e8,0.251,749,5,"{'median_running_balance_6m': 0.711, 'od_count_6m': 0.156, 'ach_d_size_6m': 0.146, 'ratio_card_amt_total_debit_3m': 0.121}"
96,05afdb04-13f8-4433-96c7-9cf6735b9d72,0.273,727,2,"{'ratio_card_amt_total_debit_3m': 0.43, 'median_running_balance_6m': 0.316, 'ratio_card_withdrawal_amt_90_180': 0.242, 'credit_utilisation_6m': 0.241}"
97,e05626fc-fd38-41d8-a5fa-c5858867f3ad,0.265,735,2,"{'median_amount_credited_6m': 0.321, 'ratio_card_withdrawal_amt_90_180': 0.174, 'od_count_6m': 0.156, 'ratio_mrdc_freq_90_180': 0.154}"
98,6e26fc71-69d1-4008-9470-ab09769f888d,0.639,361,5,"{'od_count_6m': 0.452, 'ratio_card_amt_total_debit_3m': 0.393, 'median_running_balance_6m': 0.128, 'credit_utilisation_6m': 0.117}"
99,9472c45f-a9f8-4899-83b8-63d44ed43984,0.347,653,2,"{'ratio_card_amt_total_debit_3m': 0.225, 'median_running_balance_6m': 0.203, 'od_count_6m': 0.156, 'credit_utilisation_6m': 0.103}"
100,f75b703a-6831-44ad-9ffd-9d6f8fc6090e,0.215,785,1,"{'stddev_amount_ach_c_1m': 0.657, 'distinct_pd_txns_1000_1m': 0.617, 'ratio_card_amt_total_debit_3m': 0.426, 'ach_d_size_6m': 0.384}"
101,1feef942-56ae-473a-8e55-a9c6c64c2f05,0.291,709,2,"{'median_running_balance_6m': 0.418, 'ratio_card_amt_total_debit_3m': 0.258, 'median_amount_credited_6m': 0.2, 'od_count_6m': 0.156}"
102,ac33db8d-8a75-4eb7-aa3f-dddcaa20a122,0.295,705,2,"{'ratio_mrdc_freq_90_180': 0.181, 'distinct_pd_txns_1000_1m': 0.16, 'od_count_6m': 0.156, 'ratio_card_withdrawal_amt_90_180': 0.152}"
103,e100a086-2759-4ef3-bc6b-376ae78fbc30,0.364,636,2,"{'distinct_mrdc_txns_100_3m': 0.42, 'credit_utilisation_6m': 0.355, 'ratio_card_amt_total_debit_3m': 0.185, 'od_count_6m': 0.156}"
104,920bce3b-9cc3-458e-b15d-17957bad9ca0,0.592,408,4,"{'ratio_card_amt_total_debit_3m': 0.54, 'od_count_6m': 0.156, 'stddev_amount_ach_c_1m': 0.102, 'credit_utilisation_6m': 0.087}"
105,b0ffa7f0-965b-4a69-8b10-9be3de762427,0.52,480,4,"{'credit_utilisation_6m': 0.36, 'od_count_6m': 0.156, 'ratio_card_amt_total_debit_3m': 0.145, 'median_running_balance_6m': 0.134}"
106,17c27eb2-19a3-471d-b1ee-7e6f9e87f163,0.588,412,4,"{'ratio_card_amt_total_debit_3m': 0.445, 'median_running_balance_6m': 0.209, 'od_count_6m': 0.156, 'stddev_amount_ach_c_1m': 0.092}"
107,e348dafb-9306-46d3-a648-f4408f6f1661,0.697,303,5,"{'od_count_6m': 0.344, 'credit_utilisation_6m': 0.238, 'median_running_balance_6m': 0.232, 'ratio_mrdc_freq_90_180': 0.209}"
108,eba8b385-f64b-4b89-99d6-15f5e9a44ea9,0.511,489,4,"{'ratio_mrdc_freq_90_180': 0.298, 'median_running_balance_6m': 0.249, 'ratio_card_withdrawal_amt_90_180': 0.242, 'od_count_6m': 0.201}"
109,6c1869a5-f482-4f7a-811b-56c1ab155308,0.326,674,2,"{'ratio_mrdc_freq_90_180': 0.649, 'ratio_card_withdrawal_amt_90_180': 0.245, 'ratio_card_amt_total_debit_3m': 0.231, 'median_running_balance_6m': 0.227}"
110,2697dd42-78ac-45e1-8061-f84fd292ca45,0.116,884,1,"{'credit_utilisation_6m': 0.615, 'median_running_balance_6m': 0.528, 'distinct_mrdc_txns_100_3m': 0.28, 'stddev_amount_ach_c_1m': 0.165}"
111,8b0e0a3e-a143-48ba-9746-fbce5b4ffc20,0.48,520,3,"{'ratio_mrdc_freq_90_180': 0.638, 'ratio_card_amt_total_debit_3m': 0.422, 'median_running_balance_6m': 0.258, 'ratio_card_withdrawal_amt_90_180': 0.241}"
112,ed62042c-fada-4b50-a252-da85f3fcee94,0.149,851,1,"{'median_running_balance_6m': 1.127, 'ratio_card_amt_total_debit_3m': 0.43, 'ach_d_size_6m': 0.344, 'credit_utilisation_6m': 0.265}"
113,44f903fb-393a-4a06-a02a-177d269c0d9f,0.493,507,4,"{'ach_d_size_6m': 0.385, 'ratio_card_amt_total_debit_3m': 0.247, 'median_running_balance_6m': 0.233, 'od_count_6m': 0.156}"
114,3b46b3fa-a3c0-4bb2-b6e1-a419ccfd18f4,0.485,515,3,"{'od_count_6m': 0.156, 'ratio_mrdc_freq_90_180': 0.149, 'median_running_balance_6m': 0.127, 'credit_utilisation_6m': 0.126}"
115,8db5740b-3705-47ea-9a95-33a2660f45c5,0.577,423,4,"{'ratio_card_amt_total_debit_3m': 0.428, 'credit_utilisation_6m': 0.252, 'od_count_6m': 0.156, 'ratio_card_withdrawal_amt_90_180': 0.102}"
