,business_id,prob,score,bin,feature_importance
116,a286b550-1edf-49b0-b18a-a677b3e0b194,0.661,339,5,"{'od_count_6m': 0.309, 'median_running_balance_6m': 0.258, 'ratio_card_amt_total_debit_3m': 0.248, 'credit_utilisation_6m': 0.142}"
117,ad6261fb-477f-4502-8d32-6509c31fed3d,0.533,467,4,"{'od_count_6m': 0.156, 'median_running_balance_6m': 0.152, 'credit_utilisation_6m': 0.136, 'stddev_amount_ach_c_1m': 0.081}"
118,6c5c8be7-f46b-4f7a-98d0-cb777add49fd,0.441,559,3,"{'median_running_balance_6m': 0.235, 'ratio_card_withdrawal_amt_90_180': 0.176, 'od_count_6m': 0.156, 'stddev_amount_ach_c_1m': 0.085}"
119,6e09a6fa-7f82-4466-88c9-101475ce178a,0.376,624,2,"{'distinct_pd_txns_1000_1m': 0.343, 'median_running_balance_6m': 0.254, 'ratio_mrdc_freq_90_180': 0.209, 'od_count_6m': 0.156}"
120,526b974a-d521-4739-baca-6763e68bd9fe,0.44,560,3,"{'credit_utilisation_6m': 0.581, 'ratio_mrdc_freq_90_180': 0.454, 'distinct_mrdc_txns_100_3m': 0.187, 'median_running_balance_6m': 0.168}"
121,ab569e6b-0387-4db8-9b52-3f1c78289eaf,0.554,446,4,"{'ratio_card_amt_total_debit_3m': 0.455, 'ratio_mrdc_freq_90_180': 0.22, 'ratio_card_withdrawal_amt_90_180': 0.185, 'od_count_6m': 0.156}"
122,b2ac262e-6b3c-42b7-b0dd-26b32eb9e689,0.59,410,4,"{'od_count_6m': 0.916, 'ratio_mrdc_freq_90_180': 0.415, 'ratio_card_withdrawal_amt_90_180': 0.18, 'ratio_card_amt_total_debit_3m': 0.105}"
123,c153aff9-cebe-44c8-a1be-ffbec2fdcdd8,0.722,278,5,"{'ratio_card_amt_total_debit_3m': 0.448, 'ratio_mrdc_freq_90_180': 0.316, 'median_running_balance_6m': 0.251, 'ratio_card_withdrawal_amt_90_180': 0.199}"
124,99f0c31d-9149-4b16-9208-a7888f956c45,0.04,960,1,"{'median_running_balance_6m': 1.972, 'stddev_amount_ach_c_1m': 0.677, 'ratio_card_amt_total_debit_3m': 0.41, 'median_amount_credited_6m': 0.262}"
125,507a7c8b-4a62-43b6-a2d2-c5b94f94800a,0.734,266,5,"{'od_count_6m': 0.773, 'ratio_card_amt_total_debit_3m': 0.415, 'stddev_amount_ach_c_1m': 0.169, 'median_running_balance_6m': 0.169}"
126,695c0b1b-5f0c-46e7-8726-ad5d98b5ab5e,0.511,489,4,"{'ratio_mrdc_freq_90_180': 0.638, 'ratio_card_amt_total_debit_3m': 0.422, 'median_running_balance_6m': 0.255, 'ratio_card_withdrawal_amt_90_180': 0.224}"
127,c6b1bd79-282a-4104-b7d3-53687eb80083,0.589,411,4,"{'ratio_mrdc_freq_90_180': 0.638, 'median_running_balance_6m': 0.258, 'ratio_card_withdrawal_amt_90_180': 0.24, 'od_count_6m': 0.156}"
128,28a85bc0-c5b7-461a-ae97-6336d9d2b814,0.832,168,5,"{'credit_utilisation_6m': 1.106, 'ratio_mrdc_freq_90_180': 0.638, 'ratio_card_amt_total_debit_3m': 0.219, 'od_count_6m': 0.156}"
129,083ef33b-646a-4220-96a7-9e49d4dc5a5f,0.114,886,1,"{'distinct_pd_txns_1000_1m': 0.617, 'distinct_mrdc_txns_100_3m': 0.373, 'stddev_amount_ach_c_1m': 0.241, 'ratio_card_amt_total_debit_3m': 0.236}"
130,4cc3ece1-1a1f-4755-adff-bd63c92fae6b,0.422,578,3,"{'ratio_mrdc_freq_90_180': 0.451, 'ratio_card_amt_total_debit_3m': 0.369, 'stddev_amount_ach_c_1m': 0.223, 'median_running_balance_6m': 0.202}"
131,d5bb00de-ae3a-404d-9e28-b9b91ccd5004,0.205,795,1,"{'distinct_pd_txns_1000_1m': 0.343, 'median_running_balance_6m': 0.289, 'od_count_6m': 0.156, 'credit_utilisation_6m': 0.102}"
132,8f8c316f-3a15-4143-9b8b-21b5a6a683f2,0.415,585,3,"{'od_count_6m': 0.156, 'ratio_mrdc_freq_90_180': 0.129, 'credit_utilisation_6m': 0.119, 'ratio_ach_debit_amt_90_180': 0.115}"
133,14529610-196e-4448-af21-78f2962aca19,0.489,511,5,"{'credit_utilisation_6m': 0.199, 'ratio_card_amt_total_debit_3m': 0.175, 'od_count_6m': 0.156, 'card_size_1m': 0.113}"
134,2b581e11-6f8b-47b1-b043-3567d9c49904,0.237,763,1,"{'stddev_amount_ach_c_1m': 0.805, 'od_count_6m': 0.416, 'credit_utilisation_6m': 0.234, 'ratio_card_amt_total_debit_3m': 0.195}"
135,6e07fb4a-6082-4fa9-a12a-9a3351c7f97a,0.372,628,2,"{'median_running_balance_6m': 0.196, 'distinct_pd_txns_1000_1m': 0.16, 'od_count_6m': 0.156, 'ratio_card_withdrawal_amt_90_180': 0.134}"
136,4c3423ce-ed1f-4958-af28-11cc38710ce0,0.573,427,4,"{'ratio_card_amt_total_debit_3m': 0.536, 'median_running_balance_6m': 0.201, 'od_count_6m': 0.156, 'credit_utilisation_6m': 0.105}"
137,24d94434-ca7c-4e2c-a8d9-ea03d348c30a,0.485,515,3,"{'ratio_card_amt_total_debit_3m': 0.452, 'ratio_mrdc_freq_90_180': 0.195, 'median_running_balance_6m': 0.17, 'od_count_6m': 0.156}"
138,b2ed6439-101d-4e12-956c-c4940fc4417e,0.143,857,1,"{'credit_utilisation_6m': 0.401, 'stddev_amount_ach_c_1m': 0.321, 'ratio_card_amt_total_debit_3m': 0.245, 'distinct_pd_txns_1000_1m': 0.16}"
139,989ab337-7ad9-4eaa-a290-ec5ba2b041bf,0.654,346,5,"{'credit_utilisation_6m': 0.424, 'ratio_mrdc_freq_90_180': 0.401, 'median_running_balance_6m': 0.24, 'ratio_card_amt_total_debit_3m': 0.212}"
140,c5843e2d-cd94-4463-adcd-8368ab3a4153,0.505,495,4,"{'ratio_mrdc_freq_90_180': 0.55, 'median_running_balance_6m': 0.253, 'card_size_1m': 0.248, 'ratio_card_withdrawal_amt_90_180': 0.245}"
141,2cc80073-7141-4345-afc0-f569eac36d8e,0.3,700,2,"{'ach_d_size_6m': 0.72, 'median_running_balance_6m': 0.52, 'ratio_card_amt_total_debit_3m': 0.43, 'credit_utilisation_6m': 0.325}"
142,efee7fd3-3014-4417-b37b-b1ebcfa4f012,0.57,430,4,"{'ratio_card_amt_total_debit_3m': 0.176, 'ratio_mrdc_freq_90_180': 0.167, 'median_running_balance_6m': 0.159, 'credit_utilisation_6m': 0.153}"
143,84d80cf9-adc2-4e04-9248-0c6dc5a398b7,0.743,257,5,"{'ratio_mrdc_freq_90_180': 0.638, 'credit_utilisation_6m': 0.552, 'ratio_card_amt_total_debit_3m': 0.516, 'od_count_6m': 0.309}"
144,838ecf01-5bbe-4c07-a8bd-805448da2e40,0.396,604,3,"{'ratio_mrdc_freq_90_180': 0.638, 'ratio_card_amt_total_debit_3m': 0.43, 'median_running_balance_6m': 0.252, 'ratio_card_withdrawal_amt_90_180': 0.242}"
145,c25f3dbe-2b8f-488c-a0d4-44a2b21a71e5,0.593,407,4,"{'ratio_mrdc_freq_90_180': 0.367, 'ratio_card_amt_total_debit_3m': 0.3, 'median_running_balance_6m': 0.218, 'ratio_card_withdrawal_amt_90_180': 0.161}"
146,80ccf81d-a994-438f-bf19-bd8abca6e883,0.538,462,4,"{'ratio_mrdc_freq_90_180': 0.638, 'ratio_card_amt_total_debit_3m': 0.193, 'ratio_card_withdrawal_amt_90_180': 0.179, 'median_running_balance_6m': 0.178}"
147,67467d4a-a223-441a-b70a-93a9f0d0a1e5,0.444,556,3,"{'ratio_mrdc_freq_90_180': 0.38, 'ratio_card_amt_total_debit_3m': 0.213, 'credit_utilisation_6m': 0.176, 'ratio_card_withdrawal_amt_90_180': 0.156}"
148,64058666-2dc4-4d9f-aa50-ed29eb454d55,0.256,744,2,"{'ratio_card_amt_total_debit_3m': 0.427, 'credit_utilisation_6m': 0.181, 'ratio_card_withdrawal_amt_90_180': 0.179, 'od_count_6m': 0.156}"
149,79edc428-7fc5-434e-9f2e-5b24240af02b,0.194,806,1,"{'credit_utilisation_6m': 1.204, 'median_running_balance_6m': 0.552, 'ratio_card_amt_total_debit_3m': 0.473, 'od_count_6m': 0.156}"
150,1eb68c4c-ac56-4c38-97b9-6686accb5f34,0.193,807,1,"{'median_running_balance_6m': 1.49, 'od_count_6m': 0.156, 'credit_utilisation_6m': 0.136, 'ratio_card_withdrawal_amt_90_180': 0.128}"
151,bf8ec046-4e61-4acc-bdf1-992c752d50d3,0.638,362,5,"{'credit_utilisation_6m': 1.041, 'ratio_card_amt_total_debit_3m': 0.302, 'ratio_mrdc_freq_90_180': 0.247, 'ratio_card_withdrawal_amt_90_180': 0.217}"
152,da3bb409-9ba9-41fa-acfa-722955c48404,0.421,579,3,"{'ratio_mrdc_freq_90_180': 0.649, 'ratio_card_amt_total_debit_3m': 0.557, 'median_running_balance_6m': 0.257, 'od_count_6m': 0.156}"
153,6c774918-6eb9-4dd6-a994-6f3972579565,0.316,684,2,"{'median_running_balance_6m': 0.217, 'median_amount_credited_6m': 0.202, 'od_count_6m': 0.156, 'credit_utilisation_6m': 0.136}"
154,fbb1f9a5-a2f5-48e6-9d6c-b5d1fe9da405,0.687,313,5,"{'od_count_6m': 0.773, 'stddev_amount_ach_c_1m': 0.35, 'median_running_balance_6m': 0.254, 'ratio_card_amt_total_debit_3m': 0.249}"
155,1724f6de-5ba9-45a7-917d-8a0e575b6297,0.714,286,5,"{'ratio_mrdc_freq_90_180': 0.638, 'median_running_balance_6m': 0.229, 'ratio_card_amt_total_debit_3m': 0.198, 'od_count_6m': 0.156}"
156,873203fc-ef28-407a-94b0-99b9fc7fa29f,0.546,454,4,"{'ratio_card_amt_total_debit_3m': 0.414, 'ratio_card_withdrawal_amt_90_180': 0.225, 'ratio_mrdc_freq_90_180': 0.22, 'median_running_balance_6m': 0.179}"
157,fdc9dd96-816c-4d69-8ea7-955f80cfe7f5,0.261,739,2,"{'median_running_balance_6m': 0.243, 'distinct_mrdc_txns_100_3m': 0.233, 'ratio_mrdc_freq_90_180': 0.22, 'od_count_6m': 0.156}"
158,623d4577-8472-42c5-809b-1d72d8625b8b,0.744,256,5,"{'ratio_mrdc_freq_90_180': 0.638, 'ratio_card_amt_total_debit_3m': 0.461, 'median_running_balance_6m': 0.193, 'od_count_6m': 0.156}"
159,bdf3624d-3dd6-4ad3-9088-550e35dcd8c6,0.237,763,1,"{'ratio_card_amt_total_debit_3m': 0.43, 'ratio_card_withdrawal_amt_90_180': 0.242, 'od_count_6m': 0.156, 'credit_utilisation_6m': 0.049}"
160,ce4a2c70-1f12-4aff-987c-a089bbf3102b,0.284,716,2,"{'credit_utilisation_6m': 0.668, 'od_count_6m': 0.156, 'ratio_ach_debit_amt_90_180': 0.115, 'ratio_card_amt_total_debit_3m': 0.113}"
161,0a4a83fd-d2ba-4fe2-956f-a36496584039,0.309,691,2,"{'ratio_card_amt_total_debit_3m': 0.392, 'ratio_card_withdrawal_amt_90_180': 0.202, 'od_count_6m': 0.156, 'ratio_mrdc_freq_90_180': 0.118}"
162,f197a3b1-10c1-45a3-a99e-97d88f4b7d32,0.705,295,5,"{'credit_utilisation_6m': 0.498, 'ratio_card_amt_total_debit_3m': 0.413, 'ratio_ach_debit_amt_90_180': 0.115, 'stddev_amount_ach_c_1m': 0.111}"
163,26fad816-9381-448f-b3be-b128e2f21a64,0.719,281,5,"{'ratio_mrdc_freq_90_180': 0.638, 'credit_utilisation_6m': 0.352, 'median_running_balance_6m': 0.222, 'od_count_6m': 0.156}"
164,e5d26cff-104c-4745-bf1b-ec855f39d70d,0.765,235,5,"{'od_count_6m': 1.059, 'credit_utilisation_6m': 0.319, 'median_running_balance_6m': 0.258, 'ratio_card_withdrawal_amt_90_180': 0.224}"
165,bf310e89-739f-4b3d-bec8-6742717d367f,0.887,113,5,"{'od_count_6m': 0.881, 'credit_utilisation_6m': 0.582, 'ratio_card_amt_total_debit_3m': 0.557, 'median_running_balance_6m': 0.255}"
166,8d60bbd3-e21b-4c18-81bd-7555c0dcf405,0.398,602,3,"{'ratio_mrdc_freq_90_180': 0.276, 'od_count_6m': 0.156, 'median_running_balance_6m': 0.145, 'ratio_card_withdrawal_amt_90_180': 0.129}"
167,664a1d7e-3c77-488b-bcb7-eedb37b39f3e,0.33,670,2,"{'distinct_mrdc_txns_100_3m': 0.467, 'od_count_6m': 0.156, 'median_running_balance_6m': 0.11, 'ratio_card_amt_total_debit_3m': 0.099}"
168,e28c45a2-9b24-4ffc-9c81-75d25ead80dc,0.662,338,5,"{'ratio_card_amt_total_debit_3m': 0.529, 'ratio_mrdc_freq_90_180': 0.256, 'median_running_balance_6m': 0.248, 'od_count_6m': 0.156}"
169,f9110309-c2ec-4261-b0c7-fe9390bf4db8,0.247,753,1,"{'ratio_card_amt_total_debit_3m': 0.43, 'ratio_card_withdrawal_amt_90_180': 0.199, 'od_count_6m': 0.156, 'distinct_mrdc_txns_100_3m': 0.093}"
170,cae8cd40-3dc7-4754-bf58-331c0883c233,0.367,633,2,"{'ratio_card_amt_total_debit_3m': 0.427, 'credit_utilisation_6m': 0.264, 'ratio_card_withdrawal_amt_90_180': 0.245, 'od_count_6m': 0.156}"
171,ec942c4c-6ecf-4be7-9278-e704f640d659,0.944,56,5,"{'od_count_6m': 2.023, 'credit_utilisation_6m': 0.693, 'ratio_mrdc_freq_90_180': 0.347, 'ratio_card_amt_total_debit_3m': 0.327}"
172,056d61f0-8d80-4c41-b8c8-fa4cd41cda52,0.368,632,2,"{'ratio_card_amt_total_debit_3m': 0.26, 'distinct_pd_txns_1000_1m': 0.252, 'ratio_mrdc_freq_90_180': 0.226, 'stddev_amount_ach_c_1m': 0.21}"
173,1a817222-1551-4860-96ed-0faec45e92e7,0.37,630,2,"{'ratio_card_amt_total_debit_3m': 0.42, 'credit_utilisation_6m': 0.198, 'median_running_balance_6m': 0.185, 'od_count_6m': 0.156}"
174,6d52c8d7-2fdc-4900-b982-5bdfd3c17e23,0.767,233,5,"{'od_count_6m': 1.917, 'credit_utilisation_6m': 0.828, 'ratio_mrdc_freq_90_180': 0.276, 'ratio_card_withdrawal_amt_90_180': 0.223}"
175,f78191e9-5143-4b67-9084-7bc131a55c7b,0.467,533,3,"{'od_count_6m': 0.156, 'median_running_balance_6m': 0.14, 'stddev_amount_ach_c_1m': 0.093, 'ratio_card_withdrawal_amt_90_180': 0.066}"
176,a403dc08-473f-4174-8e55-35170a0b9881,0.422,578,3,"{'ratio_mrdc_freq_90_180': 0.638, 'ratio_card_amt_total_debit_3m': 0.421, 'distinct_mrdc_txns_100_3m': 0.28, 'ratio_card_withdrawal_amt_90_180': 0.245}"
177,acdc36f6-9116-4864-aed0-e376d8f27551,0.639,361,5,"{'ratio_mrdc_freq_90_180': 0.638, 'ratio_card_amt_total_debit_3m': 0.557, 'credit_utilisation_6m': 0.359, 'median_running_balance_6m': 0.238}"
178,dd664c5c-c8c6-4989-8962-44743cfe2cc0,0.47,530,3,"{'od_count_6m': 0.156, 'credit_utilisation_6m': 0.153, 'stddev_amount_ach_c_1m': 0.126, 'median_running_balance_6m': 0.095}"
179,41479b62-93b7-4104-b68c-922531102422,0.26,740,2,"{'stddev_amount_ach_c_1m': 0.486, 'ratio_mrdc_freq_90_180': 0.259, 'od_count_6m': 0.156, 'credit_utilisation_6m': 0.141}"
180,4b6106b1-ffa6-4299-8c8d-e1d52ab92789,0.638,362,5,"{'ratio_mrdc_freq_90_180': 0.638, 'ratio_card_amt_total_debit_3m': 0.421, 'median_running_balance_6m': 0.258, 'ratio_card_withdrawal_amt_90_180': 0.242}"
181,2409b7a0-0504-4909-abff-3b7cf4c0da87,0.953,47,5,"{'od_count_6m': 2.023, 'credit_utilisation_6m': 1.027, 'ratio_mrdc_freq_90_180': 0.555, 'ratio_card_amt_total_debit_3m': 0.43}"
182,50c882c6-cbc7-4dc5-a51e-1f087a55cc46,0.499,501,4,"{'credit_utilisation_6m': 0.276, 'median_running_balance_6m': 0.254, 'ratio_mrdc_freq_90_180': 0.242, 'ratio_card_amt_total_debit_3m': 0.24}"
183,9802627a-7417-47d5-abb6-b0dd5f02e5e7,0.463,537,3,"{'ratio_mrdc_freq_90_180': 0.638, 'ratio_card_amt_total_debit_3m': 0.423, 'median_amount_credited_6m': 0.351, 'ratio_card_withdrawal_amt_90_180': 0.245}"
184,946b3dfe-7563-4d58-87fc-576944a31dc0,0.358,642,2,"{'ratio_mrdc_freq_90_180': 0.649, 'ratio_card_amt_total_debit_3m': 0.289, 'median_running_balance_6m': 0.227, 'ratio_card_withdrawal_amt_90_180': 0.211}"
185,602416c0-bb47-406f-adad-0c696f6940b5,0.396,604,3,"{'ratio_card_amt_total_debit_3m': 0.397, 'ratio_mrdc_freq_90_180': 0.38, 'median_running_balance_6m': 0.208, 'od_count_6m': 0.156}"
186,d151fccb-4ccc-414f-9724-b20806d106ca,0.292,708,2,"{'ratio_card_amt_total_debit_3m': 0.43, 'ratio_card_withdrawal_amt_90_180': 0.242, 'median_running_balance_6m': 0.183, 'od_count_6m': 0.156}"
187,d68701c6-dd29-46fb-917e-f9716e036f9e,0.078,922,1,"{'stddev_amount_ach_c_1m': 1.761, 'credit_utilisation_6m': 0.172, 'median_running_balance_6m': 0.143, 'ach_d_size_6m': 0.08}"
188,b84fe492-ff52-4e46-b573-3c75e666fec3,0.394,606,3,"{'ratio_mrdc_freq_90_180': 0.649, 'credit_utilisation_6m': 0.512, 'median_amount_credited_6m': 0.5, 'ach_d_size_6m': 0.416}"
189,c095b9d2-1a56-437c-bd79-e048ff26fcb7,0.443,557,3,"{'ratio_mrdc_freq_90_180': 0.524, 'ratio_card_amt_total_debit_3m': 0.364, 'credit_utilisation_6m': 0.245, 'median_running_balance_6m': 0.234}"
190,0460f54d-29bb-4d98-8edf-29055af593ee,0.412,588,3,"{'ratio_mrdc_freq_90_180': 0.242, 'ratio_card_amt_total_debit_3m': 0.2, 'median_running_balance_6m': 0.176, 'od_count_6m': 0.156}"
191,7e6263bb-4693-4158-8474-dca0e5fd4190,0.484,516,3,"{'median_running_balance_6m': 0.214, 'od_count_6m': 0.156, 'stddev_amount_ach_c_1m': 0.108, 'ach_d_size_6m': 0.091}"
192,c59bb30d-17c9-462b-bb51-842e965debf4,0.429,571,3,"{'median_running_balance_6m': 0.256, 'ratio_card_amt_total_debit_3m': 0.204, 'ratio_mrdc_freq_90_180': 0.135, 'median_amount_credited_6m': 0.133}"
193,1c96532d-90c4-41f0-80cd-ca66b7ad3f02,0.554,446,4,"{'ratio_mrdc_freq_90_180': 0.399, 'od_count_6m': 0.156, 'median_running_balance_6m': 0.153, 'stddev_amount_ach_c_1m': 0.126}"
194,dbf36e55-8fef-4538-a4f0-e475c1ba8911,0.194,806,1,"{'ratio_card_amt_total_debit_3m': 0.43, 'median_running_balance_6m': 0.406, 'ratio_card_withdrawal_amt_90_180': 0.242, 'od_count_6m': 0.156}"
195,db0fcb45-003f-4ef2-8a1f-e962901b1b2c,0.274,726,2,"{'median_running_balance_6m': 1.119, 'ratio_card_amt_total_debit_3m': 0.324, 'ratio_mrdc_freq_90_180': 0.277, 'credit_utilisation_6m': 0.236}"
196,7734cd22-3e79-4a32-9bb1-271232a2eec6,0.618,382,5,"{'credit_utilisation_6m': 0.723, 'ratio_mrdc_freq_90_180': 0.649, 'ratio_card_amt_total_debit_3m': 0.557, 'median_running_balance_6m': 0.213}"
197,da4121f7-a6a5-4ce6-a885-cd720a99a8e3,0.332,668,2,"{'credit_utilisation_6m': 0.67, 'median_running_balance_6m': 0.25, 'ratio_card_withdrawal_amt_90_180': 0.216, 'od_count_6m': 0.156}"
198,2253a00b-c479-460d-b4b9-26110517a2e7,0.372,628,2,"{'ratio_card_amt_total_debit_3m': 0.27, 'ratio_mrdc_freq_90_180': 0.256, 'distinct_mrdc_txns_100_3m': 0.233, 'od_count_6m': 0.156}"
199,9e845a03-3e79-42eb-bc58-b6e435f9bc65,0.601,399,4,"{'credit_utilisation_6m': 0.373, 'ach_d_size_6m': 0.195, 'od_count_6m': 0.156, 'ratio_mrdc_freq_90_180': 0.094}"
200,6c73b1dd-ee81-4163-b02c-a15301a90719,0.528,472,4,"{'ratio_card_amt_total_debit_3m': 0.508, 'ratio_mrdc_freq_90_180': 0.245, 'median_running_balance_6m': 0.236, 'ratio_card_withdrawal_amt_90_180': 0.123}"
201,39aa417f-96e2-41a2-9bcb-178312d7374f,0.578,422,4,"{'ratio_card_amt_total_debit_3m': 0.396, 'od_count_6m': 0.156, 'stddev_amount_ach_c_1m': 0.113, 'median_amount_credited_6m': 0.091}"
202,3d720607-0296-4cd8-ac6d-0f3cc601dd9c,0.563,437,4,"{'credit_utilisation_6m': 0.22, 'median_running_balance_6m': 0.198, 'ratio_card_amt_total_debit_3m': 0.14, 'ratio_mrdc_freq_90_180': 0.106}"
203,c89a8645-24ed-4b6d-acd4-714972123832,0.377,623,2,"{'ratio_mrdc_freq_90_180': 0.392, 'median_running_balance_6m': 0.18, 'od_count_6m': 0.156, 'stddev_amount_ach_c_1m': 0.126}"
204,cbffdace-3ef0-436b-8528-3952edd99771,0.654,346,5,"{'od_count_6m': 0.416, 'ratio_card_amt_total_debit_3m': 0.368, 'median_running_balance_6m': 0.25, 'ratio_ach_debit_amt_90_180': 0.101}"
205,c650f210-fe98-45c2-96c8-cf9f50fa46da,0.369,631,2,"{'ratio_mrdc_freq_90_180': 0.357, 'median_running_balance_6m': 0.217, 'ratio_card_withdrawal_amt_90_180': 0.168, 'od_count_6m': 0.156}"
206,7129c647-66c4-4803-8051-247bfad8e8e8,0.609,391,4,"{'credit_utilisation_6m': 1.106, 'ratio_card_amt_total_debit_3m': 0.43, 'median_running_balance_6m': 0.158, 'od_count_6m': 0.156}"
207,4493642c-03c6-4555-b8a5-e257633372b8,0.607,393,4,"{'ach_d_size_6m': 0.363, 'ratio_card_withdrawal_amt_90_180': 0.235, 'ratio_card_amt_total_debit_3m': 0.189, 'od_count_6m': 0.156}"
208,f03bf11d-e37b-41a5-98bb-6dbf45a51255,0.401,599,3,"{'distinct_pd_txns_1000_1m': 0.252, 'ach_d_size_6m': 0.196, 'od_count_6m': 0.156, 'median_running_balance_6m': 0.125}"
209,719d3163-6959-4d24-978d-c8121a232eb2,0.67,330,5,"{'credit_utilisation_6m': 1.106, 'ratio_card_amt_total_debit_3m': 0.43, 'ratio_mrdc_freq_90_180': 0.178, 'median_running_balance_6m': 0.158}"
210,5e893b4a-ff67-4c50-99a0-e8db19410a50,0.615,385,5,"{'od_count_6m': 0.666, 'ratio_mrdc_freq_90_180': 0.328, 'median_running_balance_6m': 0.258, 'card_size_1m': 0.248}"
211,e77fc69d-480e-4ecc-a6e8-4389796d3c09,0.717,283,5,"{'ratio_mrdc_freq_90_180': 0.649, 'ratio_card_amt_total_debit_3m': 0.475, 'od_count_6m': 0.452, 'credit_utilisation_6m': 0.358}"
212,99ecc78f-f63e-4f05-90bc-5aa4a6eec52f,0.429,571,3,"{'median_running_balance_6m': 0.254, 'ratio_card_amt_total_debit_3m': 0.156, 'od_count_6m': 0.156, 'stddev_amount_ach_c_1m': 0.126}"
213,545b8198-4033-489f-a84f-fc02d8ad19b0,0.327,673,2,"{'ratio_mrdc_freq_90_180': 0.328, 'median_running_balance_6m': 0.287, 'ach_d_size_6m': 0.244, 'median_amount_credited_6m': 0.068}"
214,1117adea-76d9-46c1-bfc6-6ec754267cea,0.64,360,5,"{'credit_utilisation_6m': 1.106, 'ratio_card_amt_total_debit_3m': 0.43, 'ratio_mrdc_freq_90_180': 0.17, 'median_running_balance_6m': 0.158}"
215,16112c0e-9725-46b7-8f73-7c33242b93b6,0.454,546,3,"{'ratio_card_amt_total_debit_3m': 0.462, 'ratio_mrdc_freq_90_180': 0.328, 'median_running_balance_6m': 0.219, 'od_count_6m': 0.156}"
216,273862a3-cf40-435b-a01d-b320f462b696,0.747,253,5,"{'ratio_mrdc_freq_90_180': 0.638, 'credit_utilisation_6m': 0.446, 'od_count_6m': 0.416, 'median_running_balance_6m': 0.156}"
217,a6fd9b74-1d6d-40c1-b82e-94b25ad20238,0.461,539,3,"{'credit_utilisation_6m': 0.341, 'ratio_card_amt_total_debit_3m': 0.308, 'median_running_balance_6m': 0.219, 'od_count_6m': 0.156}"
218,0bc2134c-3e92-4bad-965b-cf590c55d88b,0.489,511,5,"{'ratio_card_withdrawal_amt_90_180': 0.181, 'credit_utilisation_6m': 0.173, 'od_count_6m': 0.156, 'ratio_card_amt_total_debit_3m': 0.153}"
219,5e7b8f07-a9bd-4c48-901d-d7060981e8ce,0.476,524,3,"{'credit_utilisation_6m': 0.93, 'median_amount_credited_6m': 0.737, 'ratio_mrdc_freq_90_180': 0.638, 'ratio_card_amt_total_debit_3m': 0.43}"
220,e6d11222-f9c7-470e-ae06-3f2de676e892,0.227,773,1,"{'stddev_amount_ach_c_1m': 0.696, 'median_running_balance_6m': 0.245, 'od_count_6m': 0.156, 'ratio_card_amt_total_debit_3m': 0.151}"
221,8ec89822-c458-44c4-a0df-18dd6fbe963b,0.258,742,2,"{'ratio_card_amt_total_debit_3m': 0.275, 'ratio_mrdc_freq_90_180': 0.263, 'median_running_balance_6m': 0.248, 'stddev_amount_ach_c_1m': 0.215}"
222,a9b719f3-f41a-4945-ad5e-100881968975,0.643,357,5,"{'credit_utilisation_6m': 1.106, 'ratio_card_amt_total_debit_3m': 0.43, 'median_running_balance_6m': 0.158, 'od_count_6m': 0.156}"
223,23a0820c-e914-4224-be40-90d5ba178cbf,0.75,250,5,"{'ratio_mrdc_freq_90_180': 0.638, 'ratio_card_amt_total_debit_3m': 0.42, 'median_running_balance_6m': 0.219, 'od_count_6m': 0.156}"
224,c78bf6c8-b69b-4a80-925f-2808af904e5d,0.498,502,4,"{'ratio_mrdc_freq_90_180': 0.209, 'od_count_6m': 0.156, 'stddev_amount_ach_c_1m': 0.126, 'credit_utilisation_6m': 0.126}"
225,20193ec1-46ae-4a06-bf21-f09e4a735747,0.451,549,3,"{'od_count_6m': 0.156, 'median_running_balance_6m': 0.101, 'ratio_card_withdrawal_amt_90_180': 0.073, 'ach_d_size_6m': 0.071}"
226,eec7b853-2c70-4bd9-a62f-a53178108424,0.433,567,3,"{'ratio_card_amt_total_debit_3m': 0.246, 'ratio_card_withdrawal_amt_90_180': 0.187, 'od_count_6m': 0.156, 'median_running_balance_6m': 0.155}"
227,ebfb1df6-69f1-4b08-85aa-9e2f76cae9f1,0.458,542,3,"{'credit_utilisation_6m': 0.882, 'ratio_card_amt_total_debit_3m': 0.483, 'median_running_balance_6m': 0.254, 'ratio_mrdc_freq_90_180': 0.209}"
228,7a11e083-b6e1-4566-8e1b-4d630b9641b3,0.606,394,4,"{'ratio_mrdc_freq_90_180': 0.638, 'distinct_mrdc_txns_100_3m': 0.56, 'ratio_card_amt_total_debit_3m': 0.389, 'median_running_balance_6m': 0.205}"
229,65a2cd52-6235-47b4-9843-285fd0916b4f,0.457,543,3,"{'stddev_amount_ach_c_1m': 0.316, 'ratio_card_amt_total_debit_3m': 0.301, 'median_running_balance_6m': 0.231, 'median_amount_credited_6m': 0.202}"
230,9e117992-070f-47e4-8394-c93fba3c70a6,0.676,324,5,"{'ratio_card_amt_total_debit_3m': 0.486, 'ratio_mrdc_freq_90_180': 0.423, 'median_running_balance_6m': 0.247, 'ratio_card_withdrawal_amt_90_180': 0.189}"
231,2eb94fc1-f844-4ebd-8632-79128a340e9b,0.657,343,5,"{'ratio_mrdc_freq_90_180': 0.477, 'ratio_card_amt_total_debit_3m': 0.342, 'median_running_balance_6m': 0.22, 'od_count_6m': 0.156}"
