,fpd_plus_3,ein_is_ssn,user_count,virtual_card_count,is_sleeper,count_android_logins,business_age_months,is_pd,ratio_pd_freq_90_180,ratio_pd_amt_90_180,is_ach_credit,ratio_ach_credit_freq_90_180,ratio_ach_credit_amt_90_180,is_ach_debit,ratio_ach_debit_freq_90_180,ratio_ach_debit_amt_90_180,is_mrdc,ratio_mrdc_freq_90_180,ratio_mrdc_amt_90_180,ratio_debit_credit_180,is_credit,is_debit,ratio_debit_credit_frequency,is_card_usage,ratio_card_withdrawal_freq_90_180,ratio_card_withdrawal_amt_90_180,amount_credited_6m,avg_amount_credited_6m,median_amount_credited_6m,stddev_amount_credited_6m,distinct_credit_txns_6m,credit_size_6m,amount_credited_3m,avg_amount_credited_3m,median_amount_credited_3m,stddev_amount_credited_3m,distinct_credit_txns_3m,credit_size_3m,amount_credited_1m,avg_amount_credited_1m,median_amount_credited_1m,stddev_amount_credited_1m,distinct_credit_txns_1m,credit_size_1m,amount_debited_6m,avg_amount_debited_6m,median_amount_debited_6m,stddev_amount_debited_6m,distinct_debit_txns_6m,debit_size_6m,amount_debited_3m,avg_amount_debited_3m,median_amount_debited_3m,stddev_amount_debited_3m,distinct_debit_txns_3m,debit_size_3m,amount_debited_1m,avg_amount_debited_1m,median_amount_debited_1m,stddev_amount_debited_1m,distinct_debit_txns_1m,debit_size_1m,amount_pd_6m,avg_amount_pd_6m,median_amount_pd_6m,stddev_amount_pd_6m,distinct_pd_txns_6m,pd_size_6m,amount_pd_3m,avg_amount_pd_3m,median_amount_pd_3m,stddev_amount_pd_3m,distinct_pd_txns_3m,pd_size_3m,amount_pd_1m,avg_amount_pd_1m,median_amount_pd_1m,stddev_amount_pd_1m,distinct_pd_txns_1m,pd_size_1m,distinct_pd_txns_100_1m,distinct_pd_txns_1000_1m,distinct_pd_txns_100_3m,distinct_pd_txns_1000_3m,distinct_pd_txns_100_6m,distinct_pd_txns_1000_6m,amount_ach_c_6m,avg_amount_ach_c_6m,median_amount_ach_c_6m,stddev_amount_ach_c_6m,distinct_ach_c_txns_6m,ach_c_size_6m,amount_ach_c_3m,avg_amount_ach_c_3m,median_amount_ach_c_3m,stddev_amount_ach_c_3m,distinct_ach_c_txns_3m,ach_c_size_3m,amount_ach_c_1m,avg_amount_ach_c_1m,median_amount_ach_c_1m,stddev_amount_ach_c_1m,distinct_ach_c_txns_1m,ach_c_size_1m,distinct_ach_c_txns_100_1m,distinct_ach_c_txns_1000_1m,distinct_ach_c_txns_100_3m,distinct_ach_c_txns_1000_3m,distinct_ach_c_txns_100_6m,distinct_ach_c_txns_1000_6m,amount_ach_d_6m,avg_amount_ach_d_6m,median_amount_ach_d_6m,stddev_amount_ach_d_6m,distinct_ach_d_txns_6m,ach_d_size_6m,amount_ach_d_3m,avg_amount_ach_d_3m,median_amount_ach_d_3m,stddev_amount_ach_d_3m,distinct_ach_d_txns_3m,ach_d_size_3m,amount_ach_d_1m,avg_amount_ach_d_1m,median_amount_ach_d_1m,stddev_amount_ach_d_1m,distinct_ach_d_txns_1m,ach_d_size_1m,distinct_ach_d_txns_100_1m,distinct_ach_d_txns_1000_1m,distinct_ach_d_txns_100_3m,distinct_ach_d_txns_1000_3m,distinct_ach_d_txns_100_6m,distinct_ach_d_txns_1000_6m,amount_mrdc_6m,avg_amount_mrdc_6m,median_amount_mrdc_6m,stddev_amount_mrdc_6m,distinct_mrdc_txns_6m,mrdc_size_6m,amount_mrdc_3m,avg_amount_mrdc_3m,median_amount_mrdc_3m,stddev_amount_mrdc_3m,distinct_mrdc_txns_3m,mrdc_size_3m,amount_mrdc_1m,avg_amount_mrdc_1m,median_amount_mrdc_1m,stddev_amount_mrdc_1m,distinct_mrdc_txns_1m,mrdc_size_1m,distinct_mrdc_txns_100_1m,distinct_mrdc_txns_1000_1m,distinct_mrdc_txns_100_3m,distinct_mrdc_txns_1000_3m,distinct_mrdc_txns_100_6m,distinct_mrdc_txns_1000_6m,amount_card_6m,avg_amount_card_6m,median_amount_card_6m,stddev_amount_card_6m,distinct_card_txns_6m,card_size_6m,amount_card_3m,avg_amount_card_3m,median_amount_card_3m,stddev_amount_card_3m,distinct_card_txns_3m,card_size_3m,amount_card_1m,avg_amount_card_1m,median_amount_card_1m,stddev_amount_card_1m,distinct_card_txns_1m,card_size_1m,distinct_card_txns_100_1m,distinct_card_txns_1000_1m,distinct_card_txns_100_3m,distinct_card_txns_1000_3m,distinct_card_txns_100_6m,distinct_card_txns_1000_6m,ratio_pd_amt_total_credit_1m,ratio_pd_amt_total_credit_3m,ratio_pd_amt_total_credit_6m,ratio_pd_freq_total_credit_1m,ratio_pd_freq_total_credit_3m,ratio_pd_freq_total_credit_6m,ratio_card_amt_total_debit_1m,ratio_card_amt_total_debit_3m,ratio_card_amt_total_debit_6m,ratio_mrdc_amt_total_credit_1m,ratio_mrdc_amt_total_credit_3m,ratio_mrdc_amt_total_credit_6m,ratio_ach_amt_debit_credit_1m,ratio_ach_amt_debit_credit_3m,ratio_ach_amt_debit_credit_6m,ratio_ach_freq_debit_credit_1m,ratio_ach_freq_debit_credit_3m,ratio_ach_freq_debit_credit_6m,ratio_total_freq_debit_credit_1m,ratio_total_freq_debit_credit_3m,ratio_total_freq_debit_credit_6m,ratio_debit_credit_1m,ratio_debit_credit_3m,ratio_debit_credit_6m,od_count_6m,zero_balance_count_6m,avg_running_balance_6m,median_running_balance_6m,stddev_running_balance_6m,od_count_3m,zero_balance_count_3m,avg_running_balance_3m,median_running_balance_3m,stddev_running_balance_3m,od_count_1m,zero_balance_count_1m,avg_running_balance_1m,median_running_balance_1m,stddev_running_balance_1m,is_card_usage_each_month,is_pd_each_month,is_ach_credit_each_month,is_ach_debit_each_month,is_mrdc_each_month,amount_loan_credit_6m,avg_amount_loan_credit_6m,median_amount_loan_credit_6m,stddev_amount_loan_credit_6m,distinct_loan_credit_txns_6m,loan_credit_size_6m,amount_loan_credit_3m,avg_amount_loan_credit_3m,median_amount_loan_credit_3m,stddev_amount_loan_credit_3m,distinct_loan_credit_txns_3m,loan_credit_size_3m,amount_loan_credit_1m,avg_amount_loan_credit_1m,median_amount_loan_credit_1m,stddev_amount_loan_credit_1m,distinct_loan_credit_txns_1m,loan_credit_size_1m,ratio_loan_credit_total_credit_1m,ratio_loan_credit_total_credit_3m,ratio_loan_credit_total_credit_6m,amount_loan_debit_6m,avg_amount_loan_debit_6m,median_amount_loan_debit_6m,stddev_amount_loan_debit_6m,distinct_loan_debit_txns_6m,loan_debit_size_6m,amount_loan_debit_3m,avg_amount_loan_debit_3m,median_amount_loan_debit_3m,stddev_amount_loan_debit_3m,distinct_loan_debit_txns_3m,loan_debit_size_3m,amount_loan_debit_1m,avg_amount_loan_debit_1m,median_amount_loan_debit_1m,stddev_amount_loan_debit_1m,distinct_loan_debit_txns_1m,loan_debit_size_1m,ratio_loan_debit_total_debit_1m,ratio_loan_debit_total_debit_3m,ratio_loan_debit_total_debit_6m,amount_insurance_debit_6m,avg_amount_insurance_debit_6m,median_amount_insurance_debit_6m,stddev_amount_insurance_debit_6m,distinct_insurance_debit_txns_6m,insurance_debit_size_6m,amount_insurance_debit_3m,avg_amount_insurance_debit_3m,median_amount_insurance_debit_3m,stddev_amount_insurance_debit_3m,distinct_insurance_debit_txns_3m,insurance_debit_size_3m,amount_insurance_debit_1m,avg_amount_insurance_debit_1m,median_amount_insurance_debit_1m,stddev_amount_insurance_debit_1m,distinct_insurance_debit_txns_1m,insurance_debit_size_1m,amount_insurance_credit_6m,avg_amount_insurance_credit_6m,median_amount_insurance_credit_6m,stddev_amount_insurance_credit_6m,distinct_insurance_credit_txns_6m,insurance_credit_size_6m,amount_insurance_credit_3m,avg_amount_insurance_credit_3m,median_amount_insurance_credit_3m,stddev_amount_insurance_credit_3m,distinct_insurance_credit_txns_3m,insurance_credit_size_3m,amount_insurance_credit_1m,avg_amount_insurance_credit_1m,median_amount_insurance_credit_1m,stddev_amount_insurance_credit_1m,distinct_insurance_credit_txns_1m,insurance_credit_size_1m,ratio_insurance_debit_total_debit_1m,ratio_insurance_debit_total_debit_3m,ratio_insurance_debit_total_debit_6m,ratio_insurance_credit_total_credit_1m,ratio_insurance_credit_total_credit_3m,ratio_insurance_credit_total_credit_6m,amount_tax_debit_6m,avg_amount_tax_debit_6m,median_amount_tax_debit_6m,stddev_amount_tax_debit_6m,distinct_tax_debit_txns_6m,tax_debit_size_6m,amount_tax_debit_3m,avg_amount_tax_debit_3m,median_amount_tax_debit_3m,stddev_amount_tax_debit_3m,distinct_tax_debit_txns_3m,tax_debit_size_3m,amount_tax_debit_1m,avg_amount_tax_debit_1m,median_amount_tax_debit_1m,stddev_amount_tax_debit_1m,distinct_tax_debit_txns_1m,tax_debit_size_1m,amount_tax_credit_6m,avg_amount_tax_credit_6m,median_amount_tax_credit_6m,stddev_amount_tax_credit_6m,distinct_tax_credit_txns_6m,tax_credit_size_6m,amount_tax_credit_3m,avg_amount_tax_credit_3m,median_amount_tax_credit_3m,stddev_amount_tax_credit_3m,distinct_tax_credit_txns_3m,tax_credit_size_3m,amount_tax_credit_1m,avg_amount_tax_credit_1m,median_amount_tax_credit_1m,stddev_amount_tax_credit_1m,distinct_tax_credit_txns_1m,tax_credit_size_1m,ratio_tax_debit_total_debit_1m,ratio_tax_debit_total_debit_3m,ratio_tax_debit_total_debit_6m,ratio_tax_credit_total_credit_1m,ratio_tax_credit_total_credit_3m,ratio_tax_credit_total_credit_6m,created_at
19,0,1,1,1,0.0,0,21,1,0.5833333333,0.6516996066,1.0,0.3333333333,0.3768440097,1.0,0.1428571429,0.02528905389,0.0,0.0,0.0,0.9885178882,1,1,2.285714286,1.0,0.4259259259,0.4641433042,7232.99,258.321071429,189.095,243.280606469,28.0,258.321071429,2727.89,272.789,295.0,187.717180025,10.0,272.789,481.69,160.563333333,178.19,149.033845261,3.0,160.563333333,7149.94,111.7178125,59.5,126.898151555,64.0,111.7178125,2774.31,102.752222222,24.06,132.351360324,27.0,102.752222222,867.64,108.455,46.315,116.914145056,8.0,108.455,3446.68,287.223333333,210.6,253.779927723,12.0,287.223333333,2246.2,320.885714286,300.0,190.936562227,7.0,320.885714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,7229.49,267.758888889,200.0,242.635252596,27.0,267.758888889,2724.39,302.71,300.0,171.961367536,9.0,302.71,478.19,239.095,239.095,86.132677016,2.0,239.095,2.0,0.0,7.0,0.0,17.0,0.0,1977.14,282.448571429,280.19,163.867420336,7.0,282.448571429,50.0,50.0,50.0,0.0,1.0,50.0,50.0,50.0,50.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4569.3,84.616666667,38.065,104.045235881,54.0,84.616666667,2120.81,92.209130435,22.02,136.367679586,23.0,92.209130435,654.14,109.023333333,32.325,133.591574684,6.0,109.023333333,2.0,0.0,7.0,0.0,15.0,0.0,0.0,0.8234202992,0.4765221575,0.0,0.7,0.4285714286,0.7539302015,0.7644459343,0.6390682999,0.0,0.0,0.0,9.5638,54.4878,3.656539244,2.0,9.0,3.857142857,0.375,0.3703703704,0.4375,0.5551726523,0.9832679117,1.011615482,0,0,771.129116022,715.37,291.364184456,0,0,873.762843137,837.76,227.555076068,0,0,752.991212121,837.76,139.751141448,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-12-09 11:55:03.578885
25,0,0,1,1,0.0,0,11,0,0.0,0.0,1.0,0.5882352941,0.4939242536,1.0,0.0,0.0,0.0,0.0,0.0,0.8455572404,1,1,10.583333333,1.0,0.3181818182,0.4232975921,34872.92,1453.038333333,1421.75,1091.124372374,24.0,1453.038333333,16938.59,1302.968461538,1425.0,852.012361519,13.0,1302.968461538,4771.37,1192.8425,1293.75,876.283317517,4.0,1192.8425,29487.05,116.090748031,74.42,148.376441233,254.0,116.090748031,13515.73,136.522525253,103.0,131.990357118,99.0,136.522525253,6074.58,155.758461538,104.73,165.235504891,39.0,155.758461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34059.19,2003.481764706,1969.0,764.892110646,17.0,2003.481764706,16822.66,1682.266,1725.0,524.592013753,10.0,1682.266,4735.0,1578.333333333,1425.0,510.087819236,3.0,1578.333333333,3.0,3.0,10.0,9.0,17.0,16.0,500.0,500.0,500.0,0.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19085.32,96.390505051,53.77,139.978052039,198.0,96.390505051,8078.77,128.234444444,82.3,154.748554663,63.0,128.234444444,3772.61,150.9044,93.7,201.952535205,25.0,150.9044,12.0,0.0,25.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.621048698,0.5977309402,0.6472441292,0.0,0.0,0.0,0.0,0.0,68.11838,0.0,0.0,17.0,0.1025641026,0.1313131313,0.09448818898,0.7854650033,1.253250102,1.182652046,0,0,3589.313236246,3688.26,1944.882667504,0,0,3976.855971223,4122.32,2057.386350777,0,0,5768.219607843,5323.53,1285.802855133,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-12-09 11:55:03.578885
35,0,0,1,1,0.0,0,23,1,1.0,1.0,1.0,0.5,0.1486898337,1.0,0.4285714286,0.3594606749,0.0,0.0,0.0,1.133390542,1,1,11.0,1.0,0.0,0.0,3158.02,1052.673333333,436.65,1258.035066933,3.0,1052.673333333,436.65,436.65,436.65,0.0,1.0,436.65,436.65,436.65,436.65,0.0,1.0,436.65,3579.27,108.462727273,32.0,149.094981959,33.0,108.462727273,858.26,214.565,215.63,152.281577897,4.0,214.565,400.0,400.0,400.0,0.0,1.0,400.0,436.65,436.65,436.65,0.0,1.0,436.65,436.65,436.65,436.65,0.0,1.0,436.65,436.65,436.65,436.65,0.0,1.0,436.65,1.0,0.0,1.0,0.0,1.0,0.0,2936.65,1468.325,1468.325,1459.008776961,2.0,1468.325,436.65,436.65,436.65,0.0,1.0,436.65,436.65,436.65,436.65,0.0,1.0,436.65,1.0,0.0,1.0,0.0,2.0,1.0,2312.52,330.36,215.63,165.590398474,7.0,330.36,831.26,277.086666667,215.63,106.44606913,3.0,277.086666667,400.0,400.0,400.0,0.0,1.0,400.0,1.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1239.75,49.59,20.0,67.349224321,25.0,49.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.1382670154,1.0,1.0,0.3333333333,0.0,0.0,0.3463695111,0.0,0.0,0.0,1.091625,0.5252869138,1.26989172,1.0,0.3333333333,0.2857142857,1.0,0.25,0.09090909091,1.091625,0.5087619136,0.8823084037,27,0,129.469556962,9.0,267.756570448,27,0,5.153225806,1.25,62.227156978,15,0,19.241666667,-7.425,107.968838962,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-12-09 11:55:03.578885
36,0,0,1,1,0.0,0,11,0,0.0,0.0,1.0,0.3888888889,0.2464815514,1.0,0.5714285714,0.1413972815,0.0,0.0,0.0,1.019935679,1,1,10.125,1.0,0.2904761905,0.2374204299,14421.38,600.890833333,245.675,697.182593399,24.0,600.890833333,3540.15,354.015,49.07,522.655228707,10.0,354.015,24.56,24.56,24.56,0.0,1.0,24.56,14708.88,60.53037037,11.66,136.549715456,243.0,60.53037037,3626.55,47.098051948,14.6,104.198681324,77.0,47.098051948,10.85,5.425,5.425,0.148492424,2.0,5.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14173.15,787.397222222,721.96,714.045989801,18.0,787.397222222,3493.42,499.06,354.04,572.555795971,7.0,499.06,24.56,24.56,24.56,0.0,1.0,24.56,0.0,0.0,4.0,1.0,14.0,6.0,3133.37,149.208095238,6.11,286.514757955,21.0,149.208095238,443.05,36.920833333,5.45,108.358115647,12.0,36.920833333,10.85,5.425,5.425,0.148492424,2.0,5.425,0.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9578.03,45.609666667,11.48,102.628898247,210.0,45.609666667,2274.02,37.279016393,15.97,77.292492837,61.0,37.279016393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6270477451,0.6511733048,0.0,0.0,0.0,2.26359447,7.88493398,4.523292813,0.5,0.5833333333,0.8571428571,0.5,0.1298701299,0.0987654321,2.26359447,0.9761757042,0.9804539843,0,0,409.879814815,222.01,550.340130385,0,0,268.419440559,61.61,433.176707575,0,0,11.800333333,10.545,8.708152535,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-12-09 11:55:03.578885
37,0,0,1,1,0.0,0,13,1,0.5,0.6206896552,1.0,0.6774193548,0.848448886,0.0,0.0,0.0,1.0,0.523255814,0.373653805,0.8286102549,1,1,0.03418803419,0.0,0.0,0.0,18706.02,159.880512821,90.0,232.850846329,117.0,159.880512821,9214.0,139.606060606,90.0,180.857689808,66.0,139.606060606,2535.0,115.227272727,100.0,79.753747079,22.0,115.227272727,15500.0,3875.0,4500.0,1652.0189668,4.0,3875.0,9000.0,4500.0,4500.0,707.106781187,2.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4685.02,151.129677419,85.0,257.470350325,31.0,151.129677419,3975.0,189.285714286,85.0,305.140482869,21.0,189.285714286,950.0,86.363636364,60.0,60.418991596,11.0,86.363636364,2.0,0.0,8.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14021.0,163.034883721,100.0,224.853021153,86.0,163.034883721,5239.0,116.422222222,100.0,65.346450446,45.0,116.422222222,1585.0,144.090909091,100.0,88.736074452,11.0,144.090909091,4.0,0.0,16.0,0.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6252465483,0.5685912741,0.7495447989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,29.25,0.0,1.023777778,1.20684,0,0,3671.84775,3336.17,1871.136441563,0,0,2906.132962963,2960.17,1234.84532482,0,0,2400.930869565,2160.17,716.144745915,0,0,0,0,1,490.0,70.0,85.0,27.537852736,7.0,70.0,135.0,67.5,67.5,24.748737342,2.0,67.5,85.0,85.0,85.0,0.0,1.0,85.0,0.03353057199,0.0146516171,0.0261947758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-12-09 11:55:03.578885
43,0,0,1,0,0.0,0,28,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.345485265,1,1,1.25,1.0,1.0,1.0,5865.46,488.788333333,323.04,429.486233642,12.0,488.788333333,5861.96,532.905454545,323.04,420.96655248,11.0,532.905454545,1989.78,497.445,235.87,645.983606887,4.0,497.445,7891.89,526.126,389.48,537.658682368,15.0,526.126,5888.39,452.953076923,389.48,433.073119469,13.0,452.953076923,2000.0,1000.0,1000.0,848.528137424,2.0,1000.0,1456.2,1456.2,1456.2,0.0,1.0,1456.2,1456.2,1456.2,1456.2,0.0,1.0,1456.2,1456.2,1456.2,1456.2,0.0,1.0,1456.2,1.0,1.0,1.0,1.0,1.0,1.0,5861.96,532.905454545,323.04,420.96655248,11.0,532.905454545,5861.96,532.905454545,323.04,420.96655248,11.0,532.905454545,1989.78,497.445,235.87,645.983606887,4.0,497.445,3.0,1.0,10.0,1.0,10.0,1.0,1800.0,1800.0,1800.0,0.0,1.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1463.39,209.055714286,153.99,171.385164941,7.0,209.055714286,1463.39,209.055714286,153.99,171.385164941,7.0,209.055714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.7318397009,0.2484152058,0.2482669731,0.25,0.09090909091,0.08333333333,0.0,0.2485212426,0.1854295992,0.0,0.0,0.0,0.0,0.0,3.256644444,0.0,0.0,11.0,2.0,0.8461538462,0.8,0.99489,0.9955115065,0.7432262741,0,0,479.736349206,364.14,513.279274216,0,0,629.860425532,504.48,514.209955287,0,0,783.488709677,504.48,689.794636708,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-12-09 11:55:03.578885
